project_name,date,edition,score,comment,category,year,month,scoreType
А360,2026-01-05 04:51:47,Консилиум А360,10,удобный и практичный ресурс,Платформа/Удобство,2026,1,promoter
Система Завуч,2026-01-05 06:28:42,Завуч ВИП,9,много полезной информации,Другое,2026,1,promoter
Казахстан Система Главбух,2025-05-29 13:41:15,КЗ Главбух Плюс,10,Cпасибо,Другое,2025,5,promoter
Система Главбух,2026-01-05 08:49:15,БСС Плюс,0,"слишком надоедают ваши звонки, да и поиск информации не очень удобен",Звонки/спам,2026,1,detractor
Система Главбух,2026-01-05 08:51:42,БСС ВИП,10,Просто и доступно,Другое,2026,1,promoter
Система Главная медсестра,2026-01-05 09:04:06,Главмедсестра Плюс ,6,"Много ""воды""",Общее недовольство,2026,1,detractor
А360,2026-01-05 09:18:16,БСС А360,10,Все понятно и просто в работе,Другое,2026,1,promoter
Система Образование,2026-01-05 09:34:27,Образование мини,10,-,Другое,2026,1,promoter
Казахстан Система Госзакупки,2025-05-29 13:26:59,КЗ Госзакупки ВИП,10,"Отличная работа ,квалифицированные специалисты , вся информация всегда актуальна и очень помогает в работе.",Актуальность,2025,5,promoter
Система Юрист,2026-01-05 09:39:44,ЮСС,10,"Удобный сервис, много полезной информации.",Платформа/Удобство,2026,1,promoter
Узбекистан Система Главбух,2025-05-29 13:21:50,УЗ Главбух,8,8,Общее недовольство,2025,5,neutral
Система Экология,2026-01-05 09:44:48,Экология ВИП ,10,10,Другое,2026,1,promoter
Казахстан Система Главбух,2025-05-29 13:16:28,КЗ Главбух ВИП,10,хороший помощник бухгалтера,Общее удовлетворение,2025,5,promoter
Система Главбух,2026-01-05 10:04:42,БСС,10,Самый лучший помощник!!,Другое,2026,1,promoter
